"Scaffold" "Position" "fresh_pbe" "mae_pbe" "vie_pbe" "fresh_mae_fst" "fresh_vie_fst" "mae_vie_fst" "mae_bre_fst" "mae_mie_fst" "vie_bre_fst" "vie_mie_fst"
1 4253500 0 0 0 0 0 0 1 0 0 0
1 4254500 0 0 0 0 0 0 1 0 0 0
1 4255500 0 0 0 0 0 0 1 0 0 0
1 4297500 0 0 0 0 0 0 1 0 0 0
1 4316500 0 0 0 0 0 0 1 0 0 0
1 4686500 0 0 0 0 0 0 1 0 0 0
1 4687500 0 0 0 0 0 0 1 0 0 0
1 4688500 0 0 0 0 0 0 1 0 0 0
1 4744500 0 0 0 0 0 0 1 0 0 0
1 4893500 0 0 0 0 0 0 0 1 0 0
1 4894500 0 0 0 0 0 0 0 1 0 0
1 4895500 0 0 0 0 0 0 0 1 0 0
1 4896500 0 0 0 0 0 0 0 1 0 0
1 5000500 0 0 0 0 0 0 0 1 0 0
1 5076500 0 0 0 0 0 0 0 0 1 0
1 5077500 0 0 0 0 0 0 0 0 1 0
1 5510500 0 0 0 1 0 0 1 1 0 0
1 5511500 0 0 0 0 0 0 0 1 0 0
1 5512500 0 0 0 1 0 0 1 1 0 0
1 5513500 0 0 0 0 0 0 0 1 0 0
1 5546500 0 0 0 0 0 0 0 1 0 0
1 5547500 0 0 0 0 0 0 0 1 0 0
1 5548500 0 0 0 0 0 0 0 1 0 0
1 5549500 0 0 0 0 0 0 0 1 0 0
1 5550500 0 0 0 0 0 0 0 1 0 0
1 5616500 0 0 0 0 0 0 0 1 0 0
1 5678500 0 0 0 0 0 0 1 0 0 0
1 5706500 0 0 0 0 0 0 1 0 0 0
1 5865500 0 0 0 0 0 0 0 1 0 0
1 5866500 0 0 0 0 0 0 0 1 0 0
1 6080500 0 0 0 0 0 0 0 1 0 0
1 6403500 0 0 0 0 0 0 1 0 0 0
1 6404500 0 0 0 0 0 0 1 0 0 0
1 6405500 0 0 0 0 0 0 1 0 0 0
1 6406500 0 0 0 0 0 0 1 0 0 0
1 6407500 0 0 0 0 0 0 1 0 0 0
1 6925500 0 0 0 0 0 0 0 1 0 0
1 6926500 0 0 0 1 0 0 1 1 0 0
1 7026500 0 0 0 0 0 0 1 0 0 0
1 7027500 0 0 0 0 0 0 1 0 0 0
1 7072500 0 0 0 0 0 0 1 0 0 0
1 7073500 0 0 0 0 0 0 1 0 0 0
1 7087500 0 0 0 0 0 0 1 0 0 0
1 7088500 0 0 0 0 0 0 1 0 0 0
1 7271500 0 0 0 0 0 0 1 0 0 0
1 7272500 0 0 0 0 0 0 1 0 0 0
1 7273500 0 0 0 0 0 0 1 0 0 0
1 7274500 0 0 0 0 0 0 1 0 0 0
2 25500 0 0 0 0 0 0 1 0 0 0
2 110500 0 0 0 0 0 0 1 0 0 0
2 200500 0 0 0 0 0 0 0 1 0 0
2 230500 0 0 0 1 0 0 1 1 0 0
2 231500 0 0 0 1 0 0 1 1 0 0
2 470500 0 0 0 0 0 0 0 1 0 0
2 512500 0 0 0 0 0 0 1 0 0 0
2 513500 0 0 0 0 0 0 1 0 0 0
2 1038500 0 0 0 0 0 0 1 0 0 0
2 1039500 0 0 0 0 0 0 1 0 0 0
2 1040500 0 0 0 1 0 0 1 1 0 0
2 1363500 0 0 0 1 0 0 1 1 0 0
2 1364500 0 0 0 1 0 0 1 1 0 0
2 1443500 0 0 0 0 0 0 1 0 0 0
2 1444500 0 0 0 0 0 0 1 0 0 0
2 1541500 0 0 0 0 0 0 0 1 0 0
2 1660500 0 0 0 0 0 0 0 1 0 0
2 1661500 0 0 0 0 0 0 0 1 0 0
2 1662500 0 0 0 0 0 0 0 1 0 0
2 1663500 0 0 0 0 0 0 0 1 0 0
2 1884500 0 0 0 0 0 0 0 1 0 0
2 1885500 0 0 0 0 0 0 0 1 0 0
2 1886500 0 0 0 0 0 0 0 1 0 0
2 1924500 0 0 0 0 0 0 1 0 0 0
2 1926500 0 0 0 0 0 0 1 0 0 0
2 1976500 0 0 0 0 0 0 1 0 0 0
2 1994500 0 0 0 0 0 0 1 0 0 0
2 1995500 0 0 0 0 0 0 1 0 0 0
2 2665500 0 0 0 0 0 0 1 0 0 0
2 2980500 0 1 0 0 0 0 0 1 0 0
2 2981500 0 1 0 0 0 0 0 1 0 0
2 2982500 0 1 0 0 0 0 0 1 0 0
2 3060500 0 0 0 0 0 0 0 1 0 0
2 3124500 0 0 0 0 0 0 1 0 0 0
2 3125500 0 0 0 0 0 0 1 0 0 0
2 3126500 0 0 0 0 0 0 1 0 0 0
2 3127500 0 0 0 0 0 0 1 0 0 0
2 3410500 0 0 0 0 0 0 1 0 0 0
2 3499500 0 0 0 0 0 1 0 0 0 0
2 3555500 0 0 0 0 0 0 1 0 0 0
2 3717500 0 0 0 0 0 0 0 1 0 0
2 3823500 0 0 0 0 0 0 0 1 0 0
2 4146500 0 0 0 0 0 0 0 1 0 0
2 4147500 0 0 0 0 0 0 0 1 0 0
2 4179500 0 0 0 0 0 0 0 1 0 0
2 4188500 0 0 0 0 0 0 1 0 0 0
2 4202500 0 0 0 0 0 0 1 0 0 0
2 4220500 0 0 0 0 0 0 1 0 0 0
2 4221500 0 0 0 0 0 0 1 0 0 0
2 4222500 0 0 0 0 0 0 1 0 0 0
2 4223500 0 0 0 0 0 0 1 0 0 0
2 4224500 0 0 0 0 0 0 1 0 0 0
2 4246500 0 0 0 0 0 0 0 1 0 0
2 4276500 0 1 0 1 0 0 1 1 0 0
2 4672500 0 0 0 0 0 0 1 0 0 0
2 4802500 0 0 0 0 0 0 0 1 0 0
2 5002500 0 0 0 0 0 0 1 0 0 0
2 5003500 0 0 0 0 0 0 1 0 0 0
3 57500 0 1 0 0 0 0 0 1 0 0
3 58500 0 1 0 1 0 0 1 1 0 0
3 59500 0 1 0 0 0 0 0 1 0 0
3 60500 0 0 0 0 0 0 0 1 0 0
3 72500 0 0 0 0 0 0 0 1 0 0
3 73500 0 0 0 0 0 0 0 1 0 0
3 74500 0 0 0 0 0 0 0 1 0 0
3 75500 0 0 0 0 0 0 0 1 0 0
3 135500 0 0 0 0 0 0 1 0 0 0
3 167500 0 0 0 0 0 0 1 0 0 0
3 168500 0 0 0 0 0 0 1 0 0 0
3 169500 0 0 0 0 0 0 1 0 0 0
3 190500 0 0 0 0 0 0 0 1 0 0
3 191500 0 0 0 0 0 0 0 1 0 0
3 192500 0 0 0 0 0 0 0 1 0 0
3 193500 0 0 0 0 0 0 0 1 0 0
3 213500 0 0 0 0 0 0 0 1 0 0
3 214500 0 0 0 0 0 0 0 1 0 0
3 215500 0 0 0 0 0 0 0 1 0 0
3 216500 0 0 0 0 0 0 0 1 0 0
3 217500 0 0 0 0 0 0 0 1 0 0
3 218500 0 0 0 0 0 0 0 1 0 0
3 367500 0 0 0 0 0 0 0 1 0 0
3 368500 0 0 0 0 0 0 0 1 0 0
3 369500 0 0 0 0 0 0 0 1 0 0
3 370500 0 0 0 0 0 0 0 1 0 0
3 630500 0 0 0 1 0 0 1 1 0 0
3 631500 0 0 0 1 0 0 1 1 0 0
3 632500 0 1 0 1 0 0 1 1 0 0
3 633500 0 0 0 0 0 0 0 1 0 0
3 634500 0 0 0 0 0 0 0 1 0 0
3 844500 0 0 0 0 0 0 0 1 0 0
3 916500 0 0 0 0 0 0 1 0 0 0
3 917500 0 0 0 0 0 0 1 0 0 0
3 918500 0 0 0 0 0 0 1 0 0 0
3 919500 0 0 0 0 0 0 1 0 0 0
3 920500 0 0 0 0 0 0 1 0 0 0
3 928500 0 0 1 0 1 1 0 0 1 1
3 929500 0 0 1 0 1 1 0 0 1 1
3 930500 0 0 1 0 1 1 0 0 1 1
3 931500 0 0 1 0 1 1 0 0 1 1
3 932500 0 0 1 0 1 1 0 0 1 1
3 933500 0 0 1 0 1 1 0 0 1 1
3 934500 0 0 1 0 1 1 0 0 1 1
3 935500 0 0 1 0 1 1 0 0 1 1
3 936500 0 0 1 0 1 1 0 0 1 1
3 940500 0 0 1 0 1 1 0 0 1 1
3 941500 0 0 1 0 1 1 0 0 1 1
3 947500 0 0 1 0 1 1 0 0 1 1
3 948500 0 0 1 0 1 1 0 0 1 1
3 949500 0 0 1 0 1 1 0 0 1 1
3 950500 0 0 1 0 1 1 0 0 1 1
3 951500 0 0 1 0 1 1 0 0 1 1
3 952500 0 0 1 0 1 1 0 0 1 1
3 959500 0 0 1 0 1 1 0 0 1 1
3 960500 0 0 1 0 0 0 0 0 0 0
3 991500 0 0 1 0 1 1 0 0 1 1
3 992500 0 0 1 0 1 1 0 0 1 1
3 993500 0 0 1 0 1 1 0 0 1 1
3 994500 0 0 1 0 1 1 1 0 1 1
3 995500 0 0 1 0 1 1 0 0 1 1
3 996500 0 0 1 0 1 1 0 0 1 1
3 997500 0 0 1 0 1 1 0 0 1 1
3 998500 0 0 1 0 1 1 0 0 1 1
3 1004500 0 0 0 0 0 0 0 0 0 1
3 1005500 0 0 1 0 1 1 0 0 1 1
3 1006500 0 0 1 0 1 1 0 0 1 1
3 1007500 0 0 1 0 1 1 0 0 1 1
3 1008500 0 0 1 0 1 1 0 0 1 1
3 1009500 0 0 1 0 1 1 0 0 1 1
3 1013500 0 0 1 0 0 1 0 0 0 1
3 1015500 0 0 1 0 1 1 0 0 1 1
3 1016500 0 0 1 0 1 1 0 0 1 1
3 1017500 0 0 1 0 0 1 0 0 0 1
3 1065500 0 0 1 0 1 1 0 0 1 1
3 1066500 0 0 1 0 1 1 0 0 1 1
3 1067500 0 0 1 0 1 1 0 0 1 1
3 1068500 0 0 1 0 1 1 0 0 1 1
3 1069500 0 0 1 0 1 1 0 0 1 1
3 1070500 0 0 1 0 0 1 0 0 1 0
3 1071500 0 0 1 0 0 1 0 0 1 0
3 1072500 0 0 1 0 0 1 0 0 1 0
3 1073500 0 0 1 0 1 1 0 0 1 1
3 1074500 0 1 0 0 0 1 0 0 0 0
3 1075500 0 0 0 0 0 1 0 0 0 0
3 1076500 0 0 0 0 0 1 0 0 0 0
3 1083500 0 0 1 0 1 1 0 0 1 1
3 1084500 0 0 0 0 1 1 0 0 1 1
3 1117500 0 0 0 0 0 1 0 0 1 0
3 1118500 0 0 0 0 0 1 1 0 1 0
3 1119500 0 0 0 0 0 1 1 0 0 0
3 1120500 0 0 0 0 0 1 1 0 0 0
3 1121500 0 0 0 0 0 1 0 0 0 0
3 1133500 0 1 0 0 0 1 0 0 0 0
3 1137500 0 0 1 0 1 1 0 0 1 1
3 1138500 0 0 1 0 1 1 0 0 1 1
3 1139500 0 0 1 0 1 1 0 0 1 1
3 1140500 0 0 1 0 1 1 0 0 1 1
3 1145500 0 0 1 0 1 1 0 0 1 1
3 1146500 0 0 1 0 1 1 0 0 1 1
3 1147500 0 0 1 0 1 1 0 0 1 1
3 1148500 0 0 1 0 1 1 0 0 1 1
3 1149500 0 1 1 0 1 1 0 0 1 1
3 1150500 0 0 1 0 1 1 0 0 1 1
3 1151500 0 1 0 0 0 1 0 0 1 0
3 1152500 0 1 0 0 0 1 0 0 1 0
3 1153500 0 1 0 0 0 1 0 0 1 0
3 1192500 0 0 0 0 0 1 0 0 0 1
3 1193500 0 0 0 0 0 0 0 0 0 1
3 1194500 0 0 0 0 0 0 0 0 0 1
3 1212500 0 0 1 0 1 1 0 0 1 1
3 1216500 0 0 0 0 0 1 0 0 0 1
3 1217500 0 0 0 0 0 1 0 0 0 0
3 1218500 0 0 1 0 1 1 0 0 1 1
3 1219500 0 0 1 0 1 1 0 0 1 1
3 1220500 0 0 1 0 1 1 0 0 1 1
3 1221500 0 0 0 0 0 1 0 0 0 0
3 1264500 1 0 0 0 0 0 0 0 0 0
3 1295500 0 0 0 0 0 0 0 0 1 0
3 1323500 0 0 1 0 1 0 0 0 1 1
3 1360500 0 0 0 0 0 0 0 0 0 1
3 1361500 0 0 1 0 1 1 0 0 1 1
3 1362500 0 0 1 0 0 1 0 0 0 1
3 1363500 0 0 1 0 1 1 0 0 1 1
3 1364500 0 0 1 0 1 1 0 0 1 1
3 1365500 0 0 1 0 1 1 0 0 1 1
3 1366500 0 0 0 0 0 0 0 0 0 1
3 1367500 0 0 0 0 0 0 0 0 0 1
3 1385500 0 0 0 0 0 0 0 1 0 0
3 1386500 0 0 0 0 0 0 0 1 0 0
3 1387500 0 0 0 0 0 0 0 1 0 0
3 1417500 0 0 1 0 1 1 0 0 1 1
3 1421500 0 0 0 0 0 1 0 0 0 0
3 1424500 0 0 1 0 0 1 0 0 1 0
3 1505500 0 0 0 0 0 0 1 0 0 0
3 1507500 0 0 1 0 1 1 0 0 1 1
3 1508500 0 0 0 0 0 0 0 0 0 1
3 1509500 0 0 0 0 0 0 0 0 0 1
3 1510500 0 0 0 0 0 0 0 0 0 1
3 1511500 0 0 0 0 0 0 0 0 0 1
3 1516500 0 0 1 0 1 1 0 0 1 1
3 1517500 0 0 1 0 1 1 0 0 1 1
3 1518500 0 0 1 0 1 1 0 0 1 1
3 1519500 0 0 1 0 1 1 0 0 1 1
3 1520500 0 0 1 0 1 1 0 0 1 1
3 1521500 0 0 1 0 1 1 0 0 1 1
3 1522500 0 1 1 0 1 1 0 0 1 1
3 1523500 0 1 1 0 1 1 0 0 1 1
3 1524500 0 0 0 0 0 1 0 0 0 0
3 1529500 0 0 1 0 1 1 0 0 1 1
3 1530500 0 0 1 0 1 1 0 0 1 1
3 1531500 0 0 1 0 1 1 0 0 1 1
3 1549500 0 0 1 0 1 0 0 0 1 1
3 1550500 0 0 0 0 1 0 0 0 1 1
3 1553500 0 0 0 0 1 0 0 0 1 1
3 1554500 0 0 0 0 1 0 0 0 1 1
3 1564500 0 0 0 0 0 0 0 1 0 0
3 1578500 0 0 0 0 0 0 1 0 0 0
3 1579500 0 0 0 0 0 0 1 0 0 0
3 1670500 0 0 0 0 0 1 0 0 0 1
3 1671500 0 0 1 0 0 1 0 0 0 1
3 1689500 0 0 1 0 1 1 0 0 1 1
3 1690500 0 0 1 0 1 1 0 0 1 1
3 1691500 0 0 1 0 0 0 0 0 0 1
3 1737500 0 0 1 0 1 1 0 0 1 1
3 1738500 0 0 1 0 1 1 0 0 1 1
3 1739500 0 0 1 0 1 1 0 0 1 1
3 1740500 0 0 1 0 1 1 0 0 1 1
3 1741500 0 0 1 0 1 1 0 0 1 1
3 1748500 0 0 0 0 0 0 0 0 0 1
3 1750500 0 0 1 0 1 1 0 0 1 1
3 1757500 0 0 0 0 0 0 0 0 1 0
3 1769500 0 0 1 0 1 1 0 0 1 1
3 1770500 0 0 1 0 1 1 0 0 1 1
3 1771500 0 0 0 0 0 0 0 0 0 1
3 1776500 0 0 0 0 1 1 0 0 1 1
3 1777500 0 0 0 0 1 1 0 0 1 1
3 1778500 0 0 0 0 1 1 0 0 1 1
3 1779500 0 0 0 0 0 0 0 0 1 0
3 1810500 0 1 0 0 0 0 0 1 0 0
3 1813500 0 0 1 0 1 1 0 0 1 1
3 1814500 0 0 1 0 1 1 0 0 1 1
3 1815500 0 0 1 0 1 1 0 0 1 1
3 1816500 0 0 1 0 1 1 0 0 1 1
3 1817500 0 0 1 0 0 1 0 0 0 1
3 1818500 0 0 1 0 0 1 0 0 0 0
3 1819500 0 0 1 0 0 1 0 0 0 1
3 1820500 0 0 1 0 0 1 0 0 0 1
3 1822500 0 0 0 0 0 0 0 0 0 1
3 1830500 0 0 1 0 1 0 0 0 1 1
3 1831500 0 0 0 0 0 0 0 0 0 1
3 1832500 0 0 0 0 0 0 0 0 0 1
3 1833500 0 0 0 0 0 0 0 0 0 1
3 1836500 0 0 1 0 1 1 0 0 1 1
3 1837500 0 0 1 0 1 1 0 0 1 1
3 1838500 0 0 1 0 1 1 0 0 1 1
3 1839500 0 0 1 0 1 1 0 0 1 1
3 1840500 0 0 1 0 1 1 0 0 1 1
3 1841500 0 0 1 0 1 1 0 0 1 1
3 1842500 0 0 1 0 1 1 0 0 1 1
3 1843500 0 0 1 0 1 1 0 0 1 1
3 1844500 0 0 1 0 1 0 0 0 1 1
3 1845500 0 0 0 0 1 0 0 0 1 1
3 1861500 0 0 1 0 1 1 0 0 1 1
3 1867500 0 0 0 0 1 1 0 1 1 1
3 1868500 0 0 0 0 1 1 0 1 1 1
3 1869500 0 0 0 0 1 1 0 1 1 1
3 1870500 0 0 0 0 0 0 0 1 0 1
3 1871500 0 0 0 0 0 1 0 0 0 1
3 1872500 0 0 0 0 0 1 0 0 0 0
3 1879500 0 0 1 0 0 0 0 0 1 0
3 1881500 0 0 1 0 1 1 0 0 1 1
3 1882500 0 0 1 0 1 1 0 0 1 1
3 1883500 0 0 1 0 1 1 0 0 1 1
3 1884500 0 0 1 0 1 1 0 0 1 1
3 1885500 0 0 1 0 1 1 0 0 1 1
3 1886500 0 0 1 0 1 1 0 0 1 1
3 1887500 0 0 1 0 1 1 0 0 1 1
3 1888500 0 0 1 0 1 1 0 0 1 1
3 1889500 0 0 1 0 1 1 0 0 1 1
3 1890500 0 0 1 0 1 1 0 0 1 1
3 1891500 0 0 1 0 1 1 0 0 1 1
3 1892500 0 0 1 0 1 1 0 0 1 1
3 1893500 0 0 1 0 1 1 0 0 1 1
3 1895500 0 0 1 0 0 1 0 0 1 0
3 1896500 0 0 1 0 1 1 0 0 1 1
3 1899500 0 0 1 0 1 1 0 0 1 1
3 1900500 0 0 1 0 1 1 0 0 1 1
3 1901500 0 0 1 0 1 1 0 0 1 1
3 1902500 0 0 1 0 0 1 0 0 1 0
3 1903500 0 0 1 0 0 1 0 0 1 0
3 1907500 0 0 1 0 1 1 0 0 1 1
3 1908500 0 0 1 0 1 1 0 0 1 1
3 1909500 0 0 1 0 1 1 0 0 1 1
3 1910500 0 0 1 0 1 1 0 0 1 1
3 1911500 0 0 1 0 1 1 0 0 1 1
3 1912500 0 0 1 0 1 1 0 0 1 1
3 1913500 0 0 1 0 1 1 0 0 1 1
3 1914500 0 0 1 0 1 1 0 0 1 1
3 1915500 0 0 1 0 1 1 0 0 1 1
3 1916500 0 0 1 0 1 1 0 0 1 1
3 1917500 0 0 1 0 1 1 0 0 1 1
3 1918500 0 0 1 0 1 1 0 0 1 1
3 1922500 0 0 0 0 0 0 0 0 0 1
3 1923500 0 0 0 0 1 1 0 0 1 1
3 1977500 0 0 0 0 0 1 0 0 1 0
3 1978500 0 0 1 0 0 1 0 0 1 0
3 1979500 0 0 1 0 1 1 0 0 1 1
3 1980500 0 1 1 0 1 1 0 0 1 1
3 1984500 0 1 0 0 0 1 0 0 1 0
3 1985500 0 1 0 0 0 1 0 0 1 0
3 1986500 0 0 0 0 0 1 0 0 1 0
3 2008500 0 0 0 0 0 0 0 0 1 0
3 2017500 0 0 0 0 0 0 0 0 1 0
3 2019500 0 0 0 0 0 0 0 0 1 0
3 2020500 0 0 0 0 0 0 0 0 1 0
3 2027500 0 0 1 0 1 1 0 0 1 1
3 2028500 0 0 1 0 1 1 0 0 1 1
3 2029500 0 0 0 0 1 0 0 0 1 1
3 2032500 0 1 0 1 0 1 1 1 0 0
3 2034500 0 1 0 0 0 1 0 1 0 0
3 2035500 0 1 0 0 0 1 0 1 0 0
3 2036500 0 1 0 0 0 0 0 1 0 0
3 2053500 0 0 0 0 0 0 0 0 0 1
3 2054500 0 0 0 0 0 0 0 0 0 1
3 2055500 0 0 0 0 0 0 0 0 0 1
3 2056500 0 0 0 0 0 0 0 0 0 1
3 2057500 0 0 0 0 0 0 0 1 0 0
3 2081500 0 0 1 0 1 1 0 0 1 1
3 2082500 0 0 1 0 1 1 0 0 1 1
3 2083500 0 0 1 0 1 1 0 0 1 1
3 2084500 0 0 1 0 1 1 0 0 1 1
3 2085500 0 0 1 0 1 1 0 0 1 1
3 2086500 0 0 1 0 1 1 0 0 1 1
3 2087500 0 0 1 0 1 1 0 0 1 1
3 2088500 0 0 1 0 1 1 0 0 1 1
3 2089500 0 0 1 0 1 1 0 0 1 1
3 2090500 0 0 1 0 1 1 0 0 1 1
3 2102500 0 0 1 0 1 1 0 0 1 1
3 2103500 0 0 1 0 1 1 0 0 1 1
3 2104500 0 0 1 0 1 1 0 0 1 1
3 2105500 0 0 1 0 1 1 0 0 1 1
3 2106500 0 0 0 0 0 1 0 0 0 0
3 2135500 0 0 1 0 0 1 0 0 0 1
3 2180500 0 0 0 0 0 0 0 0 1 0
3 2184500 0 0 0 0 0 1 0 0 0 1
3 2186500 0 0 0 0 0 1 0 0 0 1
3 2187500 0 0 0 0 0 1 0 0 0 1
3 2198500 0 0 1 0 1 1 0 0 1 1
3 2199500 0 0 1 0 1 1 0 0 1 1
3 2200500 0 0 1 0 1 1 0 0 1 1
3 2201500 0 0 1 0 1 1 0 0 1 1
3 2265500 1 0 0 0 0 0 0 0 0 0
3 2300500 0 0 0 0 0 0 0 1 0 0
3 2301500 0 0 0 0 0 0 1 0 1 0
3 2302500 0 0 1 0 1 1 0 0 1 1
3 2436500 0 0 0 0 0 1 0 0 0 1
3 2437500 0 1 1 0 1 1 0 0 1 1
3 2438500 0 0 1 0 1 1 0 0 1 1
3 2439500 0 0 1 0 1 1 0 0 1 1
3 2440500 0 0 1 0 1 1 0 0 1 1
3 2442500 0 0 0 0 0 0 0 0 1 0
3 2451500 0 0 1 0 1 1 0 0 1 1
3 2455500 0 0 1 0 1 1 0 0 1 1
3 2456500 0 0 1 0 0 1 0 0 0 0
3 2478500 0 0 0 0 0 0 1 0 0 0
3 2479500 0 0 0 0 0 0 1 0 0 0
3 2502500 0 0 0 0 0 1 0 0 0 0
3 2503500 0 0 0 0 0 1 0 0 0 0
3 3086500 0 0 0 0 0 0 0 1 0 0
3 3087500 0 0 0 0 0 0 0 1 0 0
3 3088500 0 0 0 0 0 0 0 1 0 0
3 3089500 0 0 0 0 0 0 0 1 0 0
3 3246500 0 0 0 0 0 0 0 1 0 0
3 3323500 0 0 1 0 0 0 0 0 0 0
3 3515500 0 1 0 0 0 1 0 0 0 0
3 3533500 0 0 0 0 0 1 0 0 0 1
3 3534500 0 0 1 0 1 1 0 0 1 1
3 3535500 0 0 1 0 1 1 0 0 1 1
3 3536500 0 0 1 0 1 1 0 0 1 1
3 3537500 0 0 1 0 0 1 0 0 0 1
3 3544500 0 0 0 0 1 1 0 0 1 1
3 3545500 0 0 1 0 1 1 0 0 1 1
3 3546500 0 0 1 0 1 1 0 0 1 1
3 3547500 0 0 1 0 1 1 0 0 1 1
3 3548500 0 0 1 0 1 1 0 0 1 1
3 3554500 0 0 1 0 1 1 0 0 1 1
3 3555500 0 0 1 0 1 0 0 0 1 1
3 3556500 0 0 1 0 1 0 0 0 1 1
3 3557500 0 0 1 0 1 0 0 0 1 1
3 3558500 0 0 0 0 0 0 0 0 1 0
3 3559500 0 0 0 0 0 0 0 0 1 0
3 3568500 0 0 1 0 1 1 0 0 1 1
3 3642500 0 0 1 0 1 1 0 0 1 1
3 3643500 0 0 0 0 1 1 1 0 1 1
3 3644500 0 0 0 0 1 1 1 0 1 1
3 3645500 0 0 0 0 0 0 0 0 1 0
3 3647500 0 0 0 0 0 0 1 0 0 0
3 3650500 0 0 0 0 0 0 0 0 0 1
3 3651500 0 0 0 0 0 0 0 0 0 1
3 3652500 0 0 0 0 0 0 0 0 0 1
3 3653500 0 0 0 0 0 0 0 0 0 1
3 3659500 0 0 1 0 1 1 0 0 1 1
3 3660500 0 0 1 0 1 1 0 0 1 1
3 3661500 0 0 1 0 1 1 0 0 1 1
3 3662500 0 0 1 0 1 1 0 0 1 1
3 3663500 0 0 1 0 1 1 0 0 1 1
3 3664500 0 0 1 0 1 1 0 0 1 1
3 3665500 0 0 1 0 1 1 0 0 1 1
3 3666500 0 0 1 0 1 1 0 0 1 1
3 3667500 0 0 1 0 1 1 0 0 1 1
3 3668500 0 0 0 0 0 1 0 0 1 0
3 3938500 0 0 0 0 0 0 1 0 0 0
3 3945500 0 0 1 0 1 1 0 0 1 1
3 3946500 0 0 1 0 1 1 0 0 1 1
3 3964500 0 1 0 1 0 0 1 1 0 0
3 3965500 0 1 0 1 0 0 1 1 0 0
3 3966500 0 1 0 1 0 0 1 1 0 0
3 3993500 0 0 0 0 0 0 0 1 0 0
3 3994500 0 0 0 0 0 0 0 1 0 0
3 3995500 0 0 0 0 0 0 0 1 0 0
